2021-06-04T16:17:48.093Z [AUDIT] Token created by 'anonymous': tokenId='8a2a63c1-baa1-4b46-91c7-f40417140db3', issuer='jfrou@01f7bx1pe9qecxd1dj698wp1v5', subject='jfrou@01f7bx1pe9qecxd1dj698wp1v5', expiry=none, refreshable=false
2021-06-17T04:14:00.053Z [AUDIT] Token created by 'jffe@000': tokenId='d8802387-bfde-4588-829c-14043828b5a4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623903840053, refreshable=false
2021-06-17T04:24:00.074Z [AUDIT] Token created by 'jffe@000': tokenId='23f51f3a-454b-4909-a554-d383fffc2945', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623904440074, refreshable=false
2021-06-17T04:24:00.078Z [AUDIT] Token created by 'jffe@000': tokenId='0a565ed9-cf49-44f8-93dc-be765c18e0d4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623904440078, refreshable=false
2021-06-17T04:24:00.078Z [AUDIT] Token created by 'jffe@000': tokenId='0daf3f2d-94a0-43d2-8dca-adae3d521ace', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623904440078, refreshable=false
2021-06-17T04:34:00.093Z [AUDIT] Token created by 'jffe@000': tokenId='658ff262-3ad2-4d5e-b66d-674c8da7c66a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623905040093, refreshable=false
2021-06-17T04:34:00.093Z [AUDIT] Token created by 'jffe@000': tokenId='fdd82b5f-02ea-43f7-88f3-a16d053c6f70', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623905040093, refreshable=false
2021-06-17T04:34:00.095Z [AUDIT] Token created by 'jffe@000': tokenId='17e3841e-1406-411d-92e1-5b0b4952025c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623905040095, refreshable=false
2021-06-17T04:44:00.136Z [AUDIT] Token created by 'jffe@000': tokenId='ccfd1285-fb91-4c49-93df-5e891538c569', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623905640136, refreshable=false
2021-06-17T04:44:00.136Z [AUDIT] Token created by 'jffe@000': tokenId='fa7d0bda-e9b9-4fad-96d4-c904a114c3e4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623905640136, refreshable=false
2021-06-17T04:44:00.137Z [AUDIT] Token created by 'jffe@000': tokenId='e20dcdc4-c7be-4909-b5d8-76557e440f4f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623905640137, refreshable=false
2021-06-17T04:54:00.166Z [AUDIT] Token created by 'jffe@000': tokenId='d20dabe3-273e-4be8-8f6f-d89c6352624e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623906240166, refreshable=false
2021-06-17T04:54:00.166Z [AUDIT] Token created by 'jffe@000': tokenId='a2330e57-125c-49a7-b472-f320bc2cea8e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623906240166, refreshable=false
2021-06-17T04:54:00.168Z [AUDIT] Token created by 'jffe@000': tokenId='679181aa-ba0f-4aa4-a174-d447e954b547', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623906240168, refreshable=false
2021-06-17T05:04:00.189Z [AUDIT] Token created by 'jffe@000': tokenId='f4d6377a-5774-45c9-a441-b5ab9737ff0b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623906840188, refreshable=false
2021-06-17T05:04:00.189Z [AUDIT] Token created by 'jffe@000': tokenId='605cfa39-9263-44ac-9d4a-c91d3438a367', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623906840189, refreshable=false
2021-06-17T05:04:00.191Z [AUDIT] Token created by 'jffe@000': tokenId='bb063559-f92a-43b4-8815-3ca4e72d4f10', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623906840191, refreshable=false
2021-06-17T05:14:00.226Z [AUDIT] Token created by 'jffe@000': tokenId='b5c31688-7452-403b-af20-e1de774c4bcd', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623907440226, refreshable=false
2021-06-17T05:14:00.226Z [AUDIT] Token created by 'jffe@000': tokenId='d917028d-ee6a-41c1-b22a-cc2211767784', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623907440226, refreshable=false
2021-06-17T05:14:00.233Z [AUDIT] Token created by 'jffe@000': tokenId='d7ce766c-12cb-4967-9cd6-f174ab26ccf5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623907440233, refreshable=false
2021-06-17T05:24:00.256Z [AUDIT] Token created by 'jffe@000': tokenId='6fc909fb-73e2-4aa4-85f1-8dde582a44ed', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623908040256, refreshable=false
2021-06-17T05:24:00.263Z [AUDIT] Token created by 'jffe@000': tokenId='19367133-0131-455e-866a-2a257629549b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623908040263, refreshable=false
2021-06-17T05:24:00.263Z [AUDIT] Token created by 'jffe@000': tokenId='905c31e0-68c1-44f3-b98d-b0f396efb83b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623908040263, refreshable=false
2021-06-17T05:34:00.302Z [AUDIT] Token created by 'jffe@000': tokenId='0c46be7c-813d-4cea-bdd0-0882ad7fc546', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623908640302, refreshable=false
2021-06-17T05:34:00.304Z [AUDIT] Token created by 'jffe@000': tokenId='49308e79-4551-41ba-8dd7-bc22fe02717d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623908640304, refreshable=false
2021-06-17T05:34:00.304Z [AUDIT] Token created by 'jffe@000': tokenId='89387172-ecf8-4599-bdd6-20e5f7a8e78c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623908640304, refreshable=false
2021-06-17T05:44:00.330Z [AUDIT] Token created by 'jffe@000': tokenId='f77233d1-d8f4-478d-87a0-0d13b84a7fe4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623909240330, refreshable=false
2021-06-17T05:44:00.334Z [AUDIT] Token created by 'jffe@000': tokenId='3f905031-7cfb-4c65-8df1-55868deb6195', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623909240334, refreshable=false
2021-06-17T05:44:00.334Z [AUDIT] Token created by 'jffe@000': tokenId='1fd025c8-b1c2-4cd1-a338-f31e814570b6', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623909240334, refreshable=false
2021-06-17T05:54:00.387Z [AUDIT] Token created by 'jffe@000': tokenId='bae80093-94a1-48cc-b830-09639886a1a8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623909840387, refreshable=false
2021-06-17T05:54:00.389Z [AUDIT] Token created by 'jffe@000': tokenId='2a0992f3-0a58-466b-a027-c1d507fa8f65', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623909840389, refreshable=false
2021-06-17T05:54:00.393Z [AUDIT] Token created by 'jffe@000': tokenId='fc16da38-f439-44b4-95e5-bd29c0fe7ed4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623909840393, refreshable=false
2021-06-17T06:04:00.423Z [AUDIT] Token created by 'jffe@000': tokenId='43404b90-ba7a-475b-ba1d-1c7b6d25524c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623910440423, refreshable=false
2021-06-17T06:04:00.423Z [AUDIT] Token created by 'jffe@000': tokenId='d6808fe6-b888-499a-94eb-95e5f24fa666', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623910440423, refreshable=false
2021-06-17T06:04:00.423Z [AUDIT] Token created by 'jffe@000': tokenId='14b45516-1e5a-47f6-9bcd-d49ffc6df2f9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623910440423, refreshable=false
2021-06-17T06:14:00.465Z [AUDIT] Token created by 'jffe@000': tokenId='e9956217-2dd4-4605-bf88-6de5e495f00b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623911040464, refreshable=false
2021-06-17T06:14:00.465Z [AUDIT] Token created by 'jffe@000': tokenId='0deb1244-0c6d-4fbf-8d02-b296072968f3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623911040464, refreshable=false
2021-06-17T06:14:00.468Z [AUDIT] Token created by 'jffe@000': tokenId='77feaa4d-cbb7-4eb8-bca2-a1e3f6f74466', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623911040468, refreshable=false
2021-06-17T06:24:00.517Z [AUDIT] Token created by 'jffe@000': tokenId='6bf4fc82-015f-4518-a97d-7016ba9cbb9c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623911640517, refreshable=false
2021-06-17T06:24:00.517Z [AUDIT] Token created by 'jffe@000': tokenId='98749c49-76aa-4ca7-8e08-f57c5e34aec4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623911640517, refreshable=false
2021-06-17T06:24:00.517Z [AUDIT] Token created by 'jffe@000': tokenId='d88c5cec-7756-4a79-83b4-fc17c714d441', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623911640517, refreshable=false
2021-06-17T06:34:00.559Z [AUDIT] Token created by 'jffe@000': tokenId='39ca4cc0-721c-4591-9f15-9bd14e648ef9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623912240559, refreshable=false
2021-06-17T06:34:00.559Z [AUDIT] Token created by 'jffe@000': tokenId='315a26fa-b094-4d4f-9ec8-d9b3e7a64e55', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623912240559, refreshable=false
2021-06-17T06:34:00.566Z [AUDIT] Token created by 'jffe@000': tokenId='a5361167-a42d-4209-ba14-846b6c008cb1', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623912240564, refreshable=false
2021-06-17T06:44:00.624Z [AUDIT] Token created by 'jffe@000': tokenId='e883a486-91c1-4f0c-8d3c-e228a8d75575', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623912840624, refreshable=false
2021-06-17T06:44:00.625Z [AUDIT] Token created by 'jffe@000': tokenId='f313660f-fa10-4845-837a-4320a6872440', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623912840624, refreshable=false
2021-06-17T06:44:00.631Z [AUDIT] Token created by 'jffe@000': tokenId='e2a92c77-88fc-4a2d-bd1d-e24384b90777', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623912840631, refreshable=false
2021-06-17T06:54:00.675Z [AUDIT] Token created by 'jffe@000': tokenId='b2912d87-c5ad-4edc-8d10-3f2b558c4035', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623913440674, refreshable=false
2021-06-17T06:54:00.677Z [AUDIT] Token created by 'jffe@000': tokenId='253dfce4-0ba3-4ca3-8ab1-2967b2fff04a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623913440677, refreshable=false
2021-06-17T06:54:00.679Z [AUDIT] Token created by 'jffe@000': tokenId='844310cf-7b94-47c5-919b-8d0c9585d8a7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623913440679, refreshable=false
2021-06-17T07:04:00.716Z [AUDIT] Token created by 'jffe@000': tokenId='11a09030-4763-47c2-a003-56f69ae244f8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623914040716, refreshable=false
2021-06-17T07:04:00.717Z [AUDIT] Token created by 'jffe@000': tokenId='ca14f2f1-8f9d-4464-a569-9509e7d1032a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623914040717, refreshable=false
2021-06-17T07:04:00.717Z [AUDIT] Token created by 'jffe@000': tokenId='0fb1e0d8-9b2b-4f74-824f-79e1f73d04f2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623914040717, refreshable=false
2021-06-17T07:04:18.446Z [AUDIT] Token created by 'jfevt@01f7bx19j4gse11x6zk7h10p62': tokenId='7cd9de81-9e09-43ca-a91e-9568e79e2115', issuer='jfevt@01f7bx19j4gse11x6zk7h10p62', subject='jfevt@01f7bx19j4gse11x6zk7h10p62', expiry=1623999858442, refreshable=true
2021-06-17T07:14:00.765Z [AUDIT] Token created by 'jffe@000': tokenId='8503bd29-487a-47c4-9931-58a5cccec780', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623914640765, refreshable=false
2021-06-17T07:14:00.766Z [AUDIT] Token created by 'jffe@000': tokenId='56230f58-ee72-4d58-99b7-b3d8ee49fc9d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623914640766, refreshable=false
2021-06-17T07:14:00.768Z [AUDIT] Token created by 'jffe@000': tokenId='b45d79b0-7c9a-4a06-88d9-ab45d2d5eaa4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623914640768, refreshable=false
2021-06-17T07:24:00.887Z [AUDIT] Token created by 'jffe@000': tokenId='ee69e38b-35f3-4699-b5d0-8678d1c8bf9c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623915240887, refreshable=false
2021-06-17T07:24:00.888Z [AUDIT] Token created by 'jffe@000': tokenId='3702261a-2da5-45c0-afa0-378b59b3adf4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623915240888, refreshable=false
2021-06-17T07:24:00.888Z [AUDIT] Token created by 'jffe@000': tokenId='91806f10-bf53-42cb-bb9e-2d2b8ef3f0a6', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623915240888, refreshable=false
2021-06-17T07:34:00.922Z [AUDIT] Token created by 'jffe@000': tokenId='8b3a0cec-2631-43c3-82fc-ec633b177bd4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623915840922, refreshable=false
2021-06-17T07:34:00.922Z [AUDIT] Token created by 'jffe@000': tokenId='514f99b9-dc24-47d5-94fb-ca9e0bbfd897', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623915840922, refreshable=false
2021-06-17T07:34:00.925Z [AUDIT] Token created by 'jffe@000': tokenId='beb572f4-83d5-4751-a2bb-d053120682b9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623915840925, refreshable=false
2021-06-17T07:44:00.965Z [AUDIT] Token created by 'jffe@000': tokenId='652daf00-44c4-4516-a776-e0a123fdb013', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623916440964, refreshable=false
2021-06-17T07:44:00.966Z [AUDIT] Token created by 'jffe@000': tokenId='03ed97a4-d42d-4d5e-92fb-7e4698bc43cb', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623916440966, refreshable=false
2021-06-17T07:44:00.969Z [AUDIT] Token created by 'jffe@000': tokenId='1e893351-c40c-470f-96b7-d14869535291', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623916440969, refreshable=false
2021-06-17T07:54:01.020Z [AUDIT] Token created by 'jffe@000': tokenId='d3bd057d-15c7-41a7-a1b1-71dbe4f5d790', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623917041020, refreshable=false
2021-06-17T07:54:01.020Z [AUDIT] Token created by 'jffe@000': tokenId='5e460177-77fc-4e8b-9503-d2da527684e0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623917041020, refreshable=false
2021-06-17T07:54:01.021Z [AUDIT] Token created by 'jffe@000': tokenId='8bd534c7-787d-45ee-a1e4-984ce020bb77', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623917041021, refreshable=false
2021-06-17T08:04:01.074Z [AUDIT] Token created by 'jffe@000': tokenId='771a7a22-50a3-4106-b9e9-467dc3f18bf7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623917641074, refreshable=false
2021-06-17T08:04:01.074Z [AUDIT] Token created by 'jffe@000': tokenId='ba574296-7c98-42cb-b440-71e115d13e15', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623917641074, refreshable=false
2021-06-17T08:04:01.080Z [AUDIT] Token created by 'jffe@000': tokenId='d9748b0a-6126-4c48-a981-0a9dc8c89cf2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623917641080, refreshable=false
2021-06-17T08:14:01.148Z [AUDIT] Token created by 'jffe@000': tokenId='cfbfe0a3-0e07-42a6-8cd7-7c4af6d75bc5', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623918241148, refreshable=false
2021-06-17T08:14:01.149Z [AUDIT] Token created by 'jffe@000': tokenId='be80fb8c-0650-4554-a0ba-5f5526998b45', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623918241149, refreshable=false
2021-06-17T08:14:01.157Z [AUDIT] Token created by 'jffe@000': tokenId='8d156ea4-663a-4bfc-bef6-904eec797c44', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623918241154, refreshable=false
2021-06-17T08:24:01.190Z [AUDIT] Token created by 'jffe@000': tokenId='5e9d35cc-e0a6-4146-9d2c-e19e6ece4645', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623918841190, refreshable=false
2021-06-17T08:24:01.190Z [AUDIT] Token created by 'jffe@000': tokenId='ca9bf7be-2cde-456a-a537-629753d1835d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623918841190, refreshable=false
2021-06-17T08:24:01.190Z [AUDIT] Token created by 'jffe@000': tokenId='95173a7f-5bb5-4cdc-ab80-115546b1918a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623918841190, refreshable=false
2021-06-17T08:34:01.222Z [AUDIT] Token created by 'jffe@000': tokenId='f6f97f8c-8879-466e-adc0-83c9689e1677', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623919441222, refreshable=false
2021-06-17T08:34:01.222Z [AUDIT] Token created by 'jffe@000': tokenId='6ef639d7-e2b4-47a2-b6aa-9a6bc9cc9718', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623919441222, refreshable=false
2021-06-17T08:34:01.222Z [AUDIT] Token created by 'jffe@000': tokenId='386ff17c-fa2b-404a-8aad-7cb7c2328964', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623919441222, refreshable=false
2021-06-17T08:44:01.254Z [AUDIT] Token created by 'jffe@000': tokenId='11ef81c6-af1d-4f75-809a-71011a39f829', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623920041253, refreshable=false
2021-06-17T08:44:01.254Z [AUDIT] Token created by 'jffe@000': tokenId='93993b14-e14c-4eb0-991c-4251492d9e0d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623920041253, refreshable=false
2021-06-17T08:44:01.256Z [AUDIT] Token created by 'jffe@000': tokenId='ded76420-e0a7-41c9-a7db-90216e373850', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623920041256, refreshable=false
2021-06-17T08:54:01.336Z [AUDIT] Token created by 'jffe@000': tokenId='02469dd9-54aa-42ec-93ef-7f6398951979', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623920641336, refreshable=false
2021-06-17T08:54:01.336Z [AUDIT] Token created by 'jffe@000': tokenId='1f0542cf-22c6-49ed-a909-82eab21df601', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623920641336, refreshable=false
2021-06-17T08:54:01.337Z [AUDIT] Token created by 'jffe@000': tokenId='3a1432a4-95ce-4cd9-a81e-79419fb959ed', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623920641337, refreshable=false
2021-06-17T09:04:01.384Z [AUDIT] Token created by 'jffe@000': tokenId='67638191-e6bb-4ffa-9e4f-46febaceb51a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623921241384, refreshable=false
2021-06-17T09:04:01.384Z [AUDIT] Token created by 'jffe@000': tokenId='41ad4b62-29d0-44a4-8747-d4bde8742134', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623921241384, refreshable=false
2021-06-17T09:04:01.384Z [AUDIT] Token created by 'jffe@000': tokenId='0492d42f-d54e-4600-9a28-38d5df7a9f12', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623921241384, refreshable=false
2021-06-17T09:14:01.415Z [AUDIT] Token created by 'jffe@000': tokenId='bc06c34f-a244-4707-9d87-9022e83b181b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623921841415, refreshable=false
2021-06-17T09:14:01.415Z [AUDIT] Token created by 'jffe@000': tokenId='d129f900-d7df-481d-86dc-071d6a0b6609', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623921841415, refreshable=false
2021-06-17T09:14:01.415Z [AUDIT] Token created by 'jffe@000': tokenId='e11347dc-a4bb-4b8e-825d-f40e25f9a174', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623921841415, refreshable=false
2021-06-17T09:24:01.442Z [AUDIT] Token created by 'jffe@000': tokenId='4e8affc9-5b28-4ad3-a461-b855c6b5e26b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623922441442, refreshable=false
2021-06-17T09:24:01.442Z [AUDIT] Token created by 'jffe@000': tokenId='8c93049c-85db-4d52-9743-d09cb7e099f9', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623922441442, refreshable=false
2021-06-17T09:24:01.442Z [AUDIT] Token created by 'jffe@000': tokenId='1dbff9b8-5ce1-46af-98dd-5327529f4929', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623922441442, refreshable=false
2021-06-17T09:34:01.492Z [AUDIT] Token created by 'jffe@000': tokenId='dc67fafb-fc52-4fdb-a911-8384e8907e0e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623923041492, refreshable=false
2021-06-17T09:34:01.492Z [AUDIT] Token created by 'jffe@000': tokenId='68306ff5-5783-437a-a11e-357d6aaaee0f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1623923041492, refreshable=false
